stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\lcf66\Documents\GitHub\game\I2P1_Final_project-master\Code\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06963] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06965] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06966] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06967] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06969] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06970] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06971] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.06973] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.06974] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.06975] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.06984] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.06986] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.07005] added dtor for bitmap 0000000002736120, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.07068] opening assets/sound/atk_sound.wav rb
wav      E                wav.c:121  wav_open                         [   2.07086] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   2.07090] added dtor for sample 0000000002733690, func 00007ffc0bda1a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.07096] added dtor for sample_instance 000000000275f1a0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.07098] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.07100]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.07101]  0.500000
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.07104] opening assets/image/castle.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.07115] opening assets/image/castle.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07125] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07127] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07128] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07129] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07131] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07132] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07133] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07135] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.07136] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.07137] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.07139] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.07140] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.07141] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.07162] added dtor for bitmap 0000000002736480, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.08245] opening assets/font/pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   2.08279] Font assets/font/pirulen.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   2.08281]     ascent=29.0, descent=-8.0, height=36.0
dtor     D               dtor.c:196  _al_register_destructor          [   2.08283] added dtor for ttf_font 0000000002733cc0, func 00007ffc0bd94c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.08330] opening assets/image/ca_stop.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08375] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08377] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08379] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08380] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08381] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08383] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08390] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08392] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08393] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.08394] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.08396] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.08397] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.08399] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.08427] added dtor for bitmap 00000000027358b0, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.08949] opening assets/image/ca_move.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08987] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08989] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08991] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08992] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08993] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08995] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08996] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08997] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08998] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.09000] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.09001] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.09003] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.09004] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.09033] added dtor for bitmap 0000000002735a60, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.09525] opening assets/image/ca_attack.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09579] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09583] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09585] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09587] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09589] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09591] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09593] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09595] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.09597] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.09599] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.09601] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.09604] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.09606] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.09646] added dtor for bitmap 0000000002735c10, func 00007ffc0bc71bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.10153] opening assets/sound/atk_sound.wav rb
wav      E                wav.c:121  wav_open                         [   2.10182] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   2.10186] added dtor for sample 0000000002733cf0, func 00007ffc0bda1a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.10194] added dtor for sample_instance 000000000275f2c0, func 00007ffc0bd9929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.10197] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.10199]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.10201]  0.500000
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10320] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10325] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10327] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10329] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10331] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10333] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10335] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10337] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.10339] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.10340] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.10342] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.10345] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.10351] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   2.10400] Glyph 47: 36x23 (36x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.10405] Locking glyph region: 0000000002735f70 0 0 36 24
font     D                ttf.c:167  unlock_current_page              [   2.10888] Unlocking page: 0000000002735f70
font     D                ttf.c:243  alloc_glyph_region               [   2.10916] Glyph 81: 31x23 (32x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.10918] Locking glyph region: 0000000002735f70 36 0 32 24
font     D                ttf.c:167  unlock_current_page              [   2.10930] Unlocking page: 0000000002735f70
font     D                ttf.c:243  alloc_glyph_region               [   2.10945] Glyph 80: 31x23 (32x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.10947] Locking glyph region: 0000000002735f70 68 0 32 24
font     D                ttf.c:167  unlock_current_page              [   2.10955] Unlocking page: 0000000002735f70
font     D                ttf.c:243  alloc_glyph_region               [   2.10974] Glyph 71: 25x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.10977] Locking glyph region: 0000000002735f70 100 0 28 24
font     D                ttf.c:167  unlock_current_page              [   2.10988] Unlocking page: 0000000002735f70
font     D                ttf.c:243  alloc_glyph_region               [   2.11001] Glyph 91: 34x23 (36x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.11003] Locking glyph region: 0000000002735f70 128 0 36 24
font     D                ttf.c:167  unlock_current_page              [   2.11015] Unlocking page: 0000000002735f70
font     D                ttf.c:243  alloc_glyph_region               [   2.11030] Glyph 28: 7x18 (8x20)
font     D                ttf.c:287  alloc_glyph_region               [   2.11033] Locking glyph region: 0000000002735f70 164 0 8 20
font     D                ttf.c:167  unlock_current_page              [   2.11044] Unlocking page: 0000000002735f70
font     D                ttf.c:446  cache_glyph                      [   2.11058] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   2.11066] Glyph 19: 12x23 (12x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.11068] Locking glyph region: 0000000002735f70 172 0 12 24
font     D                ttf.c:167  unlock_current_page              [   2.11077] Unlocking page: 0000000002735f70
font     D                ttf.c:243  alloc_glyph_region               [   2.11090] Glyph 18: 26x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [   2.11091] Locking glyph region: 0000000002735f70 184 0 28 24
font     D                ttf.c:167  unlock_current_page              [   2.11101] Unlocking page: 0000000002735f70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.11417] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.11439] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.11607] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.11614] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.11728] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.11738] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.11876] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.11884] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.11979] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.11984] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.12097] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.12103] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.12520] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.12530] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.12657] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.12662] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.12763] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.12767] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.12869] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.12873] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.12988] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.12993] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13102] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13106] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13213] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13217] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13328] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13335] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13448] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13552] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13558] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13646] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13651] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13750] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13853] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13859] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.13967] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.13973] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.14112] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.14117] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.14222] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.14226] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.14330] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.14334] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  11.25629] Glyph 24: 27x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [  11.25636] Locking glyph region: 0000000002735f70 212 0 28 24
font     D                ttf.c:167  unlock_current_page              [  11.25641] Unlocking page: 0000000002735f70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.25790] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.25798] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  13.10741] Glyph 23: 25x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [  13.10749] Locking glyph region: 0000000002735f70 240 0 28 24
font     D                ttf.c:167  unlock_current_page              [  13.10754] Unlocking page: 0000000002735f70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  13.10929] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  13.10936] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  14.00904] Glyph 21: 24x23 (24x24)
font     D                ttf.c:287  alloc_glyph_region               [  14.00914] Locking glyph region: 0000000002735f70 268 0 24 24
font     D                ttf.c:167  unlock_current_page              [  14.00918] Unlocking page: 0000000002735f70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.01066] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.01072] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  17.00756] Glyph 22: 28x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [  17.00764] Locking glyph region: 0000000002735f70 292 0 28 24
font     D                ttf.c:167  unlock_current_page              [  17.00769] Unlocking page: 0000000002735f70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  17.00909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  17.00916] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  20.72388] Glyph 25: 27x23 (28x24)
font     D                ttf.c:287  alloc_glyph_region               [  20.72398] Locking glyph region: 0000000002735f70 320 0 28 24
font     D                ttf.c:167  unlock_current_page              [  20.72404] Unlocking page: 0000000002735f70
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  20.72550] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  20.72556] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.54344] removed dtor for queue 0000000002739650
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  22.54355] destroying display 0000000000f4b3a0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.54902] converting display bitmap 0000000002735f70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.54912] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.54917] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.54919] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55179] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.55309] converting display bitmap 0000000002735c10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.55319] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.55325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.55327] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55402] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.55445] converting display bitmap 0000000002735a60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.55449] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.55452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.55454] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55502] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.55543] converting display bitmap 00000000027358b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.55547] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.55551] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.55553] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55605] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.55644] converting display bitmap 0000000002736480 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.55649] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.55652] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.55653] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55699] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.55745] converting display bitmap 0000000002736120 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.55750] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.55753] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.55754] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55795] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.55837] converting display bitmap 0000000002736630 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.55841] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.55844] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.55845] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55889] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.55929] converting display bitmap 000000000272e7f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.55933] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.55936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.55938] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.55974] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56015] converting display bitmap 000000000272c820 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56020] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56023] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56024] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56058] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56098] converting display bitmap 00000000027c3310 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56102] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  22.56105] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  22.56107] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  22.56142] removed dtor for bitmap 00000000027362d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  22.56192] converting display bitmap 00000000027c3160 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  22.56196] added dtor for bitmap 00000000027362d0, func 00007ffc0bc71bea
